,name,ratings,displayNam,phone_numbers,nationalPhoneNumber,opening_hours_list,category,formattedAddress
187,Enzo Coffee,"(5⭐) Cafés have a way of bringing comforting, soothing vibes. Enjoy your hot drink in welcoming space and take a moment for yourself. - 3 months ago | (4⭐) New nice cafe inside alothaim mall. With new modern decoration. - a year ago | (5⭐) Black coffee is great
Thank you Mahboub for the great suggestion ❤️ - 10 months ago | (5⭐) Great coffee, good costumer service, and my favorite part of Enzo is the adorable decor. - 7 months ago | (5⭐) طلبي ايس دريب اثيوبي كان ممتاز بأعتمده - 9 months ago",Enzo Coffee,+966 55 891 9239,055 891 9239,"Monday: 5:00 PM – 3:00 AM, Tuesday: 5:00 PM – 3:00 AM, Wednesday: 5:00 PM – 3:00 AM, Thursday: 5:00 PM – 3:00 AM, Friday: 5:00 PM – 3:00 AM, Saturday: 5:00 PM – 3:00 AM, Sunday: 5:00 PM – 3:00 AM",food_store,"Eastern Ring Rd, Ar Rabwah, مخرج 14، Riyadh 12314, Saudi Arabia"
188,Othaim Markets,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
189,Mi di,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
190,مصلى العثيم مول البدروم,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
191,نعومي العثيم مول الربوة الرياض,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
192,بيوتي سيكرتس - Beauty Secrets,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
193,انا سكر Anasukar,"(3⭐) المحل جميل وبضاعته جيده جدًا لكن نصيحة اذا رجعت فستان استلم المبلغ كاش لانهم اذا بيحولون لك بتجلس تطاردهم اسبوع واكثر مارح يحولون لك المبلغ
الان دخلتا اليوم الثامن و المبلغ مابعد تحول - 4 months ago | (5⭐) فساتين للصغيرات ..
ممتاز ماشاءالله .
موديلات كثيره والوان زاهيه ؛
والاسعار مقبووله ،
الاستقبال راقي والعامله متعاونه ⭐ - 2 years ago | (1⭐) اتجهنا إلى فرع حياة مول لتفصيل فستان تخرج لحفلة المدرسة، ولكن للأسف شغلهم غير احترافي ولا يعرفوا يأخذوا المقاسات مضبوط. في المرة الأولى فستان التخرج كان قصير ووسيع وفي المرة الثانية صار الفستان طويل وضيق. وبعد التأخير والمماطلة قالوا روح لأقرب خياط. ولا تعرف مين المسؤول عن الخطاء. الموظفات في المحل سعوديات ولكن أصحاب القرار غير سعوديين. - 8 months ago | (5⭐) المحل ماشاءالله تبارك الرحمن بضاعته تجنن والموظفات بنت العنزي وبنت الدوسري اشكرهم على تعاونهم ونفسهم الحلوة يساعدونك في اختيار المقاس المناسب بكل ود واحترام .. - 9 months ago | (5⭐) خدمة وقطع واسعار رهيبين
عندهم عرض حاليا الفستان ب89 والثلاث فساتين ب250
وتقدرون تكملون الفستان باطواق شعر حلووه من عندهم
الموظفات آمنة وسارة خدمتهم روعه ذوق واسلوب وتعامل ماقصرو الله يسعدهم - 9 months ago",انا سكر Anasukar,+966 53 112 5677,053 112 5677,"Monday: 4:00 – 11:00 PM, Tuesday: 4:00 – 11:00 PM, Wednesday: 4:00 – 11:00 PM, Thursday: 4:00 – 11:00 PM, Friday: 4:00 – 11:00 PM, Saturday: 4:00 – 11:00 PM, Sunday: 4:00 – 11:00 PM",clothing_store,"،، Eastern Ring Rd, Ar Rabwah, Riyadh 11461, Saudi Arabia"
194,Whites Othaim Mall - Al Rabwa,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
195,Herfy,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
196,Costa Coffee,"(5⭐) I would appreciate Anwar the way of engaging with guest. Thanks Anwar for ypur support - a week ago | (5⭐) Perfect coffe and good service especially  moh rezaul and raghda - 5 months ago | (5⭐) Excellent customer Service, i love it.  Best latte taste thanks yoo anup &imam - 2 months ago | (5⭐) تشرفت اليوم بحضوري في فرعكم الجميل كوستا كوفي في العثيم مول الربوه حقيقه اشكركم واشكر الموظف الجميل المرموق الأنيق المبدع فيه تعامله وأدبه وعمله ف له مني كل الشكر والتقدير والاحترام ولكل الشكر للاداره كوستا كوفي بارك الله فيهم وبارك الله في الموظف انور على اخلاقه العاليه اخوكم الإعلامي / محمد البسامي - 3 months ago | (4⭐) طلبي تيشز كيك دولتشي دي لذيذة 😋😋
ورول القرفة ب التمر عادية ماكأنه طازجة
وشكولاته ماذقته توها نازلة بوقت التأسيس

خدمة كويسة ومسموح دخول المشروبات🫶🏻

موفقين 🩶🩶 - a week ago",Costa Coffee,N/A,N/A,"Monday: 12:00 – 3:00 AM, 5:00 – 11:59 PM, Tuesday: 12:00 – 3:00 AM, 5:00 – 11:59 PM, Wednesday: 12:00 – 3:00 AM, 5:00 – 11:59 PM, Thursday: 12:00 – 3:00 AM, 5:00 – 11:59 PM, Friday: 12:00 – 3:00 AM, 5:00 – 11:59 PM, Saturday: 12:00 – 3:00 AM, 5:00 – 11:59 PM, Sunday: 12:00 – 3:00 AM, 5:00 – 11:59 PM",coffee_shop,"Othaim Mall, Eastern Ring Branch Rd, Ar Rabwah, Riyadh 12839, Saudi Arabia"
197,Vlore,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
198,mothercare,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
199,Kabablaky,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
200,Brands For Less,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
201,AJMAL,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
202,مطعم روسو الايطالي,"(5⭐) Italian cousin in Alothiam Mall
Place is good
Food is yummy
Service fast and friendly staff
The lasagna is a must 🤤
Pizza too is really yummy
Salad fresh
Penny past very good too
Dessert: they have best waffle in Riyadh 😍
Highly recommended ✨ - 2 years ago | (4⭐) Very nice especially the staff are so friendly - 5 years ago | (4⭐) Coffee was good and also the chocolate souffle. - 3 years ago | (1⭐) Very bad taste dont like it - 4 years ago | (4⭐) Good - 3 years ago",مطعم روسو الايطالي,+966 55 567 6828,055 567 6828,N/A,italian_restaurant,"الربوة،، Ar Rabwah, Riyadh 12839, Saudi Arabia"
203,Almusbah blend عطور المصباح بلند العثيم مول,(5⭐) Great service . The service was very unique - 4 months ago | (5⭐) The best one - 5 months ago | (1⭐) Amazing offer during Ramadan with laser engraving of Text and Images. - 11 months ago | (5⭐) حسب ما ذكر لي الاهل تم زياره مركز عطور المصباح بلند في الحياة مول وكان تعامل الأخت ندى طيب وحسن اتمنى لها التوفيق وانصح بزياره المركز - 6 months ago | (5⭐) عطوراتهم بطله وأسعارهم قليله بحق منتجاتهم المميزه كانت في استقبالي الأخت (ريم) بقمة الاحترام والرقي وعن تجربه اي عطر تمدحه لكم اخذوووه يستاهلون الف نجمه - a week ago,Almusbah blend عطور المصباح بلند العثيم مول,+966 59 554 9929,059 554 9929,"Monday: 10:00 AM – 3:00 AM, Tuesday: 10:00 AM – 3:00 AM, Wednesday: 10:00 AM – 3:00 AM, Thursday: 10:00 AM – 3:00 AM, Friday: 10:00 AM – 3:00 AM, Saturday: 10:00 AM – 3:00 AM, Sunday: 10:00 AM – 3:00 AM",clothing_store,"exit 15، Exit 14, and، 56, othaim mall, الطريق الدائري الشرقي الفرعي، الربوة، الرياض 12839, Saudi Arabia"
204,Cafe barbera,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
205,Espot,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
206,Cardial,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
207,Oliver Brown Cafe,"(4⭐) Everything is good. The best café in Othaim Mall 😍. Recommended 👍 - 4 years ago | (1⭐) VERY BAD CUSTOMER SERVICE

Everyday I visit Oliver Brown cafe, usually during the after noon, the employees there are very welcoming during this time.

Today, I went to the cafe in the morning at about 10 am, it was closed and no one was there knowing that it usually opens about 8 to 9 am. I waited for about one hour and no one came. I went to a near coffee shop and I bought coffee.

After about half an hour the employee came, and she starting saying that we cannot drink our coffee there. So I ordered from her 2 cups  but she was very rude and she treated us very badly. She was insisting on us to buy desert from her otherwise we cannot stay. Also she said that we had to stay at the cafe from where we bought the coffee from, so we left.

Unfortunatly, it is my last time for me visiting this cafe.

I was extremely disappointed with this experience and the way that we got treated.

I strongly advise to seek for another cafe nearby to have a pleasant and enjoyable experience.

Its truly a shame that such a beuitiful space is marred by such a customer service experience. - a year ago | (2⭐) I love their mugs , actually bought 2 to add to my collection. ( 2 stars for the coffee mugs)
The coffee was ok.. nothing special
Just another mall coffee shop..

I don’t think I will last due to the competition in serving coffee in the mall - 6 years ago | (1⭐) We ordered cappuccino, mojito, and pink chocolate milkshake and cake. The cappuccino is inedible, the cake is oily. It’s not made with milk, it’s made with water!! They got our order wrong and served us the wrong drinks. I could not finish my milkshake as it was way too sweet. They did not have any diet sugar unlike all other cafés we have been to in Riyadh. My aunt was very disappointed and could not have anything to drink because she is diabetic. The food was unpleasant and very oily, especially the English cake. Overall, it was a very disappointing and unpleasant experience that was a complete shock to our expectations.

If I could give 0 stars, I would. - a year ago | (5⭐) This coconut hot chocolate is DELICIOUS!!!!!! I Highly recommend everyone to try this, it is so rich yet coconuty. - 2 years ago",Oliver Brown Cafe,+966 58 138 7100,058 138 7100,"Monday: 10:00 AM – 10:00 PM, Tuesday: 10:00 AM – 10:00 PM, Wednesday: 10:00 AM – 10:00 PM, Thursday: 10:00 AM – 10:00 PM, Friday: Closed, Saturday: 10:00 AM – 10:00 PM, Sunday: 10:00 AM – 10:00 PM",cafe,"7454 Eastern Ring Branch Rd Ar Rabwah Riyadh 12839 4088 Eastern Ring Branch Rd, 4088, Ar Rabwah, Riyadh 12839, Saudi Arabia"
208,New York Fries,"(5⭐) طلبت بطاطس ايميلي وبطاطس بالجبنه مره لذيذ - a year ago | (1⭐) New York Fries disappointed with lackluster taste and stale potatoes. The overall quality fell short of expectations, leaving a bland impression. The freshness of the potatoes was questionable, contributing to a subpar dining experience. Not recommended for those seeking a satisfying and flavorful fry indulgence. - a year ago | (5⭐) Delicious 👌 - 4 months ago | (5⭐) good food - 3 months ago | (5⭐) Nice food - 3 months ago",New York Fries,N/A,N/A,"Monday: 9:00 AM – 12:00 AM, Tuesday: 9:00 AM – 12:00 AM, Wednesday: 9:00 AM – 12:00 AM, Thursday: 9:00 AM – 12:00 AM, Friday: 9:00 AM – 12:00 AM, Saturday: 9:00 AM – 12:00 AM, Sunday: 9:00 AM – 12:00 AM",restaurant,"7454 Eastern Ring Branch Rd, Ar Rabwah, Riyadh 12839, Saudi Arabia"
209,Next,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
210,وجوه,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
211,Mini Mini,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
212,junaid perfumes,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
213,Almajed For Oud,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
214,موكا & مور,"(3⭐) Nice place, the coffee was good, but the forgot about our order and we had to remained them many times - 2 years ago | (1⭐) Refused to use the entertainer though we are not in holidays or weekend - 2 years ago | (4⭐) Good coffee and seating area - 2 years ago | (4⭐) I liked their crape - 7 years ago | (4⭐) Good - 5 years ago",موكا & مور,+966 55 222 0302,055 222 0302,"Monday: 9:30 AM – 11:30 PM, Tuesday: 9:30 AM – 11:30 PM, Wednesday: 9:30 AM – 11:30 PM, Thursday: 9:30 AM – 11:30 PM, Friday: 9:30 AM – 11:30 PM, Saturday: 9:30 AM – 11:30 PM, Sunday: 9:30 AM – 11:30 PM",cafe,"7454 Eastern Ring Branch Rd, Ar Rabwah, Riyadh 12839, Saudi Arabia"
215,Sbarro,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
216,Redsea Beach,(4⭐) Ok - a week ago | (3⭐) صراحه مكان جميل وكبير يصلح لعمر السنتين لحد عشر سنوات فيه تنوع من حيث الالعاب شي جميل والمكان مره نظيف لاكن صراحه اشوف اسعاره مرتفعه مقارنه بالاماكن الثانيه يعيبه انه مافيه دوره مياه كل شوي اجي وطلع بناتي واوديهم الحمام مع العلم انه بناتي كبار 8 و10 سنوات ومعهم العامله حقتهم لاكن بنسبه لي اخر مره ادخلهم لانه يعيبه فقط دوره المياه - 2 months ago | (5⭐) مكانه في العثيم مول الربوه جميل والموظفات اخلاق  ولطيفات مع الاطفال وحريصات جدا مايطلع طفل الا باهله  تحطين اطفالك وتنزلين تتسوقين  وانتي مطمنه المكان متنوع وواسع ويناسب الاعمار الصغيره لحد عمر 12 سنه شكرا لكم جينا على اخر ساعه كان عرض الساعه 60 ريال العيال مرا انبسطو وحبو المكان 💗 - 2 months ago | (3⭐) مكان جميل ومتنوع. بارك الله فيكم 👍.   والألعاب في أفضل جودة ممتازة جداً وتنوعها جميل والدرجات الهوائية 👌 1/لكن فيه هذه العصا اوقفت بشكل خاطيء  سببت ضرر للطفله!!. وأيضاً  ماقد جيت إلا وخربان الكهرب تبع منطقه معينه …! مره كانت فيه النطاطات الهوائيه كانت طافيه ومره ثانيه قالو موقفه. والمرة الثالثة. غيرو وحطو كرات بلاستيكه ولها مسارات هوائيه. (قالو الكهرب طفى فجأه!!! طيب خبرو العميل إن الجهه ذي خربان كهربها…. قلت لها؟ قالت عادي يلعبون بالكور!!!!! عجيب. !    داخله عشان هالمسارات(اتمنى النظر في الفرع وصيانته 👎 - a month ago | (5⭐) المكان رااااائع والموظفات حبوبات كتير ومتعونات جواهر ريم نوف صالحة الأستاذة متعه.. ابني انبسط كثييييير الله يسعدهم يارب. 🌹🌹🌹🌹🌹🌹 - 2 months ago,Redsea Beach,+966 9200 27758,9200 27758,"Monday: 9:00 AM – 12:00 AM, Tuesday: 9:00 AM – 12:00 AM, Wednesday: 9:00 AM – 12:00 AM, Thursday: 9:00 AM – 12:00 AM, Friday: 1:30 PM – 12:00 AM, Saturday: 9:00 AM – 12:00 AM, Sunday: 9:00 AM – 12:00 AM",amusement_center,"Eastern Ring Rd, Ar Rabwah, Riyadh 12839, Saudi Arabia"
217,Xtreme bowling,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
218,BLOG coffee,"(1⭐) They place is decent, the food is decent, but the staff are disrespectful, I don’t get it, Are they not getting paid to respect the customers or what? Absolutely terrible people and I am never coming back - 6 months ago | (2⭐) Bad Smoothy experience - 6 months ago | (5⭐) 👍🏻 - a month ago | (5⭐) Good Cafe ☕☕☕
Good Cake 🍰🍰🍰
All Staf Good👍⛈️ - 6 months ago | (5⭐) I like the place it's seems so relaxing and all the crew was very approachable and kind, especially Sam and Taree. - 2 years ago",BLOG coffee,+966 54 254 3707,054 254 3707,"Monday: 3:00 PM – 12:00 AM, Tuesday: 3:00 PM – 12:00 AM, Wednesday: 3:00 PM – 12:00 AM, Thursday: 3:00 PM – 12:00 AM, Friday: 3:00 PM – 12:00 AM, Saturday: 3:00 PM – 12:00 AM, Sunday: 3:00 PM – 12:00 AM",coffee_shop,"Eastern Ring Rd, Ar Rabwah, Riyadh 12839, Saudi Arabia"
219,Dkhoun,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
220,Tako Hut,"(5⭐) I ordered chicken, pasta and mash potatoes. Great food and friendly staff. I enjoyed my meal. - a year ago | (5⭐) ordered chicken, pasta and mash potatoes. Great food and friendly staff. I enjoyed my meal. - 7 months ago | (1⭐) I bought 2 beef fajitas both of the beefs were uncooked not edible at all. Waste of money! - 7 months ago | (1⭐) The stuff very very rude they let me wait 4 mins and nobody even come!
Finallly I decided to change the whole restaurant…
Plz train them - a year ago | (5⭐) Good Food - 2 months ago",Tako Hut,+966 9200 00129,9200 00129,"Monday: 5:00 PM – 2:00 AM, Tuesday: 5:00 PM – 2:00 AM, Wednesday: 5:00 PM – 2:00 AM, Thursday: 5:00 PM – 2:00 AM, Friday: 5:00 PM – 2:00 AM, Saturday: 5:00 PM – 2:00 AM, Sunday: 5:00 PM – 2:00 AM",mexican_restaurant,"Eastern Ring Branch Rd, Ar Rabwah, Riyadh 12839, Saudi Arabia"
221,Asgharali,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
222,Mihyar مهيار,"(1⭐) سيء جدا. Terrible customer service. Extremely rude employees in panorama mall. - a year ago | (1⭐) They are limited in quality and expensive, the staff is so rude. - 6 years ago | (4⭐) The material is good and the size is perfect - 4 years ago | (5⭐) Good - 11 months ago | (4⭐) Gentle. - 3 years ago",Mihyar مهيار,+966 58 280 9613,058 280 9613,"Monday: 10:00 AM – 11:00 PM, Tuesday: 10:00 AM – 11:00 PM, Wednesday: 10:00 AM – 11:00 PM, Thursday: 10:00 AM – 11:00 PM, Friday: 5:00 – 11:00 PM, Saturday: 10:00 AM – 11:00 PM, Sunday: 10:00 AM – 11:00 PM",clothing_store,"14215 Othaim Mall، 6511 Eastern Ring Branch Rd, Ar Rabwah, Riyadh 14215, Saudi Arabia"
223,Charleys Cheesesteaks,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
224,Rasasi,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
225,Abdul Samad Al Qurashi,"(4⭐) Inside Othaim mall. They have great deal and discounts so you should look at it. Different products from perfume and others. Staff are really nice and friendly. - 2 years ago | (5⭐) The best fragrance shops in ksa - a year ago | (5⭐) The best of the west ✨💎 - a month ago | (5⭐) Safary crazy perfume am recommend - 5 years ago | (1⭐) Wrong location!!! It’s inside AlOthaim Mall, through Gate #2 - 4 years ago",Abdul Samad Al Qurashi,+966 9200 07173,9200 07173,"Monday: 5:30 – 11:00 AM, 11:30 AM – 5:30 PM, 8:00 PM – 2:30 AM, Tuesday: 5:30 – 11:00 AM, 11:30 AM – 5:30 PM, 8:00 PM – 2:30 AM, Wednesday: 5:30 – 11:00 AM, 11:30 AM – 5:30 PM, 8:00 PM – 2:30 AM, Thursday: 5:30 – 11:00 AM, 11:30 AM – 5:30 PM, 8:00 PM – 2:30 AM, Friday: 5:30 – 11:00 AM, 11:30 AM – 5:30 PM, 8:00 PM – 2:30 AM, Saturday: 5:30 – 11:00 AM, 11:30 AM – 5:30 PM, 8:00 PM – 2:30 AM, Sunday: 5:30 – 11:00 AM, 11:30 AM – 5:30 PM, 8:00 PM – 2:30 AM",clothing_store,"7HP8MQMG+Q6, Eastern Ring Rd, Ar Rabwah, Riyadh 12839, Saudi Arabia"
226,مطعم سبأ,"(5⭐) They have a very nice massage, especially the Filipino one named Sam He is great at masseuse he is very professional and pedicure, thanks for his wonderful Massage . 🙏👍 - 3 months ago | (2⭐) Its not really good place to do message very week stuff - 3 months ago | (1⭐) I love the ambiance, place was good & organized but the workers weren't proper & not really exceptional with their service. really disappointed! I was expecting to get myself relaxed but opposite from my experience. - 7 months ago | (5⭐) Amazing experience with Mr Moon he is Pro must visit him,very humble,kind,good at history taking if any accidental issue - 8 months ago | (5⭐) This spa is very clean and very professional staff. Keep it up. Thank you - a year ago",أيام الراحة سبا - Rest Days Spa,+966 55 721 1613,055 721 1613,"Monday: 8:00 PM – 2:00 AM, Tuesday: 8:00 PM – 2:00 AM, Wednesday: 8:00 PM – 2:00 AM, Thursday: 8:00 PM – 2:00 AM, Friday: 8:00 PM – 2:00 AM, Saturday: 8:00 PM – 2:00 AM, Sunday: 8:00 PM – 2:00 AM",spa,"Br Rd, مخرج 14، الربوة، الرياض 12835, Saudi Arabia"
227,أوليفر براون,"(4⭐) Everything is good. The best café in Othaim Mall 😍. Recommended 👍 - 4 years ago | (1⭐) VERY BAD CUSTOMER SERVICE

Everyday I visit Oliver Brown cafe, usually during the after noon, the employees there are very welcoming during this time.

Today, I went to the cafe in the morning at about 10 am, it was closed and no one was there knowing that it usually opens about 8 to 9 am. I waited for about one hour and no one came. I went to a near coffee shop and I bought coffee.

After about half an hour the employee came, and she starting saying that we cannot drink our coffee there. So I ordered from her 2 cups  but she was very rude and she treated us very badly. She was insisting on us to buy desert from her otherwise we cannot stay. Also she said that we had to stay at the cafe from where we bought the coffee from, so we left.

Unfortunatly, it is my last time for me visiting this cafe.

I was extremely disappointed with this experience and the way that we got treated.

I strongly advise to seek for another cafe nearby to have a pleasant and enjoyable experience.

Its truly a shame that such a beuitiful space is marred by such a customer service experience. - a year ago | (2⭐) I love their mugs , actually bought 2 to add to my collection. ( 2 stars for the coffee mugs)
The coffee was ok.. nothing special
Just another mall coffee shop..

I don’t think I will last due to the competition in serving coffee in the mall - 6 years ago | (1⭐) We ordered cappuccino, mojito, and pink chocolate milkshake and cake. The cappuccino is inedible, the cake is oily. It’s not made with milk, it’s made with water!! They got our order wrong and served us the wrong drinks. I could not finish my milkshake as it was way too sweet. They did not have any diet sugar unlike all other cafés we have been to in Riyadh. My aunt was very disappointed and could not have anything to drink because she is diabetic. The food was unpleasant and very oily, especially the English cake. Overall, it was a very disappointing and unpleasant experience that was a complete shock to our expectations.

If I could give 0 stars, I would. - a year ago | (5⭐) This coconut hot chocolate is DELICIOUS!!!!!! I Highly recommend everyone to try this, it is so rich yet coconuty. - 2 years ago",Oliver Brown Cafe,+966 58 138 7100,058 138 7100,"Monday: 10:00 AM – 10:00 PM, Tuesday: 10:00 AM – 10:00 PM, Wednesday: 10:00 AM – 10:00 PM, Thursday: 10:00 AM – 10:00 PM, Friday: Closed, Saturday: 10:00 AM – 10:00 PM, Sunday: 10:00 AM – 10:00 PM",cafe,"7454 Eastern Ring Branch Rd Ar Rabwah Riyadh 12839 4088 Eastern Ring Branch Rd, 4088, Ar Rabwah, Riyadh 12839, Saudi Arabia"
228,Dallah Cafe,"(4⭐) Very nice red tea with ginger, we loved the mocca also. The staff is kind and caring. Recommended if you're looking for a saudi coffee shop👍 - a year ago | (5⭐) He is a friendly person with high morals and loves to work. Thank you very much 🤍kevin jay tenebro - 10 months ago | (4⭐) Nice cafe with good service - 4 years ago | (5⭐) I love coffee ☕ - 2 years ago | (1⭐) انا كنت زماان احب قهوتهم السعوديه كانت مميزه بالهيل والزعفران ولونها وريحتها تفتح النفس
اليوم تغيرت تغيير جذري ولا اعلم السبب!!
هل تغير الموظفين او صاحب الحلال باعه او نوع القهوه غيروها. للاسف
اضطريت اروح للموظفه وغيرت لي بكابتشينو
الكابتشينو وسط مو مره مضبوط
وطلبت سان سباستيان حلو =٢٥ - 3 months ago",Dallah Cafe,+966 55 806 8706,055 806 8706,"Monday: 9:00 AM – 11:30 PM, Tuesday: 9:00 AM – 11:30 PM, Wednesday: 9:00 AM – 11:30 PM, Thursday: 9:00 AM – 11:30 PM, Friday: 9:00 AM – 11:30 PM, Saturday: 9:00 AM – 11:30 PM, Sunday: 9:00 AM – 11:30 PM",cafe,"7454، 4088 Eastern Ring Branch Rd, Ar Rabwah, Riyadh 12839, Saudi Arabia"
229,ICE CUBE,(5⭐) Good food - a year ago | (5⭐) Good❤️ - 11 months ago,Othaim watch repair shop,+966 50 201 1248,050 201 1248,N/A,N/A,"Eastern ring road, MQWG+2F2، مخرج 14، الروابي، الرياض 14215, Saudi Arabia"
